Date,Open,High,Low,Close,Adj Close,Volume
2005-12-06,22.600000,22.600000,22.600000,22.600000,17.299511,0
2005-12-07,23.049999,23.049999,23.049999,23.049999,17.643970,400
2005-12-08,23.049999,23.049999,23.049999,23.049999,17.643970,0
2005-12-09,23.500000,23.500000,23.500000,23.500000,17.988430,100
2005-12-12,23.500000,23.500000,23.500000,23.500000,17.988430,0
2005-12-13,23.500000,23.500000,23.500000,23.500000,17.988430,0
2005-12-14,23.500000,23.500000,23.500000,23.500000,17.988430,0
2005-12-15,23.500000,23.500000,23.500000,23.500000,17.988430,0
2005-12-16,23.500000,23.500000,23.500000,23.500000,17.988430,0
2005-12-19,23.500000,23.500000,23.500000,23.500000,17.988430,0
2005-12-20,23.500000,23.500000,23.500000,23.500000,17.988430,0
2005-12-21,23.500000,23.500000,23.500000,23.500000,17.988430,0
2005-12-22,23.500000,23.500000,23.500000,23.500000,17.988430,0
2005-12-23,23.500000,23.500000,23.500000,23.500000,17.988430,0
2005-12-27,23.500000,23.500000,23.500000,23.500000,17.988430,0
2005-12-28,25.500000,25.500000,25.500000,25.500000,19.519356,100
2005-12-29,26.000000,26.000000,26.000000,26.000000,19.902094,500
2005-12-30,26.000000,26.000000,26.000000,26.000000,19.902094,0
2006-01-03,26.000000,26.000000,26.000000,26.000000,19.902094,0
2006-01-04,26.000000,26.000000,26.000000,26.000000,19.902094,0
2006-01-05,26.000000,26.000000,26.000000,26.000000,19.902094,0
2006-01-06,26.000000,26.000000,26.000000,26.000000,19.902094,0
2006-01-09,26.000000,26.000000,26.000000,26.000000,19.902094,0
2006-01-10,26.000000,26.000000,26.000000,26.000000,19.902094,0
2006-01-11,26.000000,26.000000,26.000000,26.000000,19.902094,0
2006-01-12,27.250000,27.250000,27.250000,27.250000,20.858925,100
2006-01-13,27.250000,27.250000,27.250000,27.250000,20.858925,0
2006-01-17,27.250000,27.250000,27.250000,27.250000,20.858925,0
2006-01-18,27.250000,27.250000,27.250000,27.250000,20.858925,0
2006-01-19,27.250000,27.250000,27.250000,27.250000,20.858925,0
2006-01-20,25.350000,25.350000,25.350000,25.350000,19.404539,600
2006-01-23,23.600000,23.600000,23.600000,23.600000,18.064976,100
2006-01-24,23.600000,23.600000,23.600000,23.600000,18.064976,0
2006-01-25,23.600000,23.600000,23.600000,23.600000,18.064976,0
2006-01-26,25.500000,25.500000,25.500000,25.500000,19.519356,100
2006-01-27,25.500000,25.500000,25.500000,25.500000,19.519356,0
2006-01-30,25.750000,25.750000,25.750000,25.750000,19.710730,200
2006-01-31,25.750000,25.750000,25.750000,25.750000,19.710730,0
2006-02-01,25.750000,25.750000,25.750000,25.750000,19.710730,0
2006-02-02,25.750000,25.750000,25.750000,25.750000,19.710730,0
2006-02-03,25.750000,25.750000,25.750000,25.750000,19.710730,0
2006-02-06,25.750000,25.750000,25.750000,25.750000,19.710730,0
2006-02-07,25.750000,25.750000,25.750000,25.750000,19.710730,0
2006-02-08,25.750000,25.750000,25.750000,25.750000,19.710730,0
2006-02-09,25.750000,25.750000,25.750000,25.750000,19.710730,0
2006-02-10,25.750000,25.750000,25.750000,25.750000,19.710730,0
2006-02-13,25.750000,25.750000,25.750000,25.750000,19.710730,0
2006-02-14,25.750000,25.750000,25.750000,25.750000,19.710730,0
2006-02-15,25.750000,25.750000,25.750000,25.750000,19.710730,0
2006-02-16,25.750000,25.750000,25.750000,25.750000,19.710730,0
2006-02-17,25.750000,25.750000,25.750000,25.750000,19.710730,0
2006-02-21,22.549999,22.549999,22.549999,22.549999,17.261240,600
2006-02-22,22.549999,22.549999,22.549999,22.549999,17.261240,0
2006-02-23,22.549999,22.549999,22.549999,22.549999,17.261240,0
2006-02-24,22.549999,22.549999,22.549999,22.549999,17.261240,0
2006-02-27,22.549999,22.549999,22.549999,22.549999,17.261240,0
2006-02-28,22.549999,22.549999,22.549999,22.549999,17.261240,0
2006-03-01,22.549999,22.549999,22.549999,22.549999,17.261240,0
2006-03-02,22.549999,22.549999,22.549999,22.549999,17.261240,0
2006-03-03,22.549999,22.549999,22.549999,22.549999,17.261240,0
2006-03-06,22.549999,22.549999,22.549999,22.549999,17.261240,0
2006-03-07,22.549999,22.549999,22.549999,22.549999,17.261240,0
2006-03-08,22.549999,22.549999,22.549999,22.549999,17.261240,0
2006-03-09,22.549999,22.549999,22.549999,22.549999,17.261240,0
2006-03-10,22.549999,22.549999,22.549999,22.549999,17.261240,0
2006-03-13,22.549999,22.549999,22.549999,22.549999,17.261240,0
2006-03-14,22.549999,22.549999,22.549999,22.549999,17.261240,0
2006-03-15,22.549999,22.549999,22.549999,22.549999,17.261240,0
2006-03-16,22.549999,22.549999,22.549999,22.549999,17.261240,0
2006-03-17,22.549999,22.549999,22.549999,22.549999,17.261240,0
2006-03-20,23.450001,23.450001,23.450001,23.450001,17.950161,100
2006-03-21,23.450001,23.450001,23.450001,23.450001,17.950161,0
2006-03-22,23.500000,23.500000,23.500000,23.500000,17.988430,1200
2006-03-23,23.500000,23.500000,23.500000,23.500000,17.988430,0
2006-03-24,23.500000,23.500000,23.500000,23.500000,17.988430,0
2006-03-27,23.500000,23.500000,23.500000,23.500000,17.988430,0
2006-03-28,23.500000,23.500000,23.500000,23.500000,17.988430,0
2006-03-29,23.500000,23.500000,23.500000,23.500000,17.988430,0
2006-03-30,23.500000,23.500000,23.500000,23.500000,17.988430,0
2006-03-31,23.500000,23.500000,23.500000,23.500000,17.988430,0
2006-04-03,23.500000,23.500000,23.500000,23.500000,17.988430,0
2006-04-04,23.500000,23.500000,23.500000,23.500000,17.988430,0
2006-04-05,23.500000,23.500000,23.500000,23.500000,17.988430,0
2006-04-06,23.500000,23.500000,23.500000,23.500000,17.988430,0
2006-04-07,23.500000,23.500000,23.500000,23.500000,17.988430,0
2006-04-10,23.500000,23.500000,23.500000,23.500000,17.988430,0
2006-04-11,23.500000,23.500000,23.500000,23.500000,17.988430,0
2006-04-12,23.500000,23.500000,23.500000,23.500000,17.988430,0
2006-04-13,23.500000,23.500000,23.500000,23.500000,17.988430,0
2006-04-17,23.500000,23.500000,23.500000,23.500000,17.988430,0
2006-04-18,23.500000,23.500000,23.500000,23.500000,17.988430,0
2006-04-19,23.500000,23.500000,23.500000,23.500000,17.988430,0
2006-04-20,27.100000,27.100000,27.100000,27.100000,20.744108,500
2006-04-21,27.100000,27.100000,27.100000,27.100000,20.744108,0
2006-04-24,27.100000,27.100000,27.100000,27.100000,20.744108,0
2006-04-25,27.100000,27.100000,27.100000,27.100000,20.744108,0
2006-04-26,27.100000,27.100000,27.100000,27.100000,20.744108,0
2006-04-27,27.100000,27.100000,27.100000,27.100000,20.744108,0
2006-04-28,27.100000,27.100000,27.100000,27.100000,20.744108,0
2006-05-01,27.100000,27.100000,27.100000,27.100000,20.744108,0
2006-05-02,27.100000,27.100000,27.100000,27.100000,20.744108,0
2006-05-03,27.100000,27.100000,27.100000,27.100000,20.744108,0
2006-05-04,27.100000,27.100000,27.100000,27.100000,20.744108,0
2006-05-05,27.100000,27.100000,27.100000,27.100000,20.744108,0
2006-05-08,27.100000,27.100000,27.100000,27.100000,20.744108,0
2006-05-09,27.100000,27.100000,27.100000,27.100000,20.744108,0
2006-05-10,27.100000,27.100000,27.100000,27.100000,20.744108,0
