Date,Open,High,Low,Close,Adj Close,Volume
2010-09-28,400.000000,445.000000,400.000000,400.000000,400.000000,245000
2010-09-29,410.000000,415.000000,400.000000,410.000000,410.000000,117500
2010-09-30,410.000000,410.000000,410.000000,410.000000,410.000000,1000
2010-10-01,410.000000,410.000000,400.000000,410.000000,410.000000,121500
2010-10-04,415.000000,445.000000,410.000000,415.000000,415.000000,522500
2010-10-05,420.000000,420.000000,410.000000,420.000000,420.000000,120500
2010-10-06,400.000000,415.000000,390.000000,400.000000,400.000000,190500
2010-10-07,400.000000,405.000000,395.000000,400.000000,400.000000,93500
2010-10-08,420.000000,425.000000,395.000000,420.000000,420.000000,16500
2010-10-11,420.000000,420.000000,420.000000,420.000000,420.000000,16500
2010-10-12,420.000000,420.000000,420.000000,420.000000,420.000000,16500
2010-10-13,420.000000,420.000000,420.000000,420.000000,420.000000,2500
2010-10-14,420.000000,420.000000,420.000000,420.000000,420.000000,2500
2010-10-15,420.000000,420.000000,420.000000,420.000000,420.000000,2500
2010-10-18,410.000000,410.000000,395.000000,410.000000,410.000000,182500
2010-10-19,415.000000,415.000000,400.000000,415.000000,415.000000,106500
2010-10-20,415.000000,415.000000,415.000000,415.000000,415.000000,106500
2010-10-21,410.000000,410.000000,410.000000,410.000000,410.000000,3500
2010-10-22,390.000000,410.000000,390.000000,390.000000,390.000000,158000
2010-10-25,370.000000,395.000000,355.000000,370.000000,370.000000,202500
2010-10-26,370.000000,385.000000,365.000000,370.000000,370.000000,2932500
2010-10-27,385.000000,390.000000,370.000000,385.000000,385.000000,4028500
2010-10-28,400.000000,405.000000,380.000000,400.000000,400.000000,2239000
2010-10-29,405.000000,410.000000,395.000000,405.000000,405.000000,2150500
2010-11-01,395.000000,420.000000,385.000000,395.000000,395.000000,636500
2010-11-02,390.000000,395.000000,380.000000,390.000000,390.000000,484500
2010-11-03,395.000000,400.000000,390.000000,395.000000,395.000000,534000
2010-11-04,400.000000,405.000000,395.000000,400.000000,400.000000,212000
2010-11-05,405.000000,405.000000,400.000000,405.000000,405.000000,156500
2010-11-08,410.000000,410.000000,400.000000,410.000000,410.000000,63000
2010-11-09,400.000000,415.000000,390.000000,400.000000,400.000000,404000
2010-11-10,390.000000,390.000000,380.000000,390.000000,390.000000,10500
2010-11-11,395.000000,395.000000,375.000000,395.000000,395.000000,103000
2010-11-12,385.000000,395.000000,385.000000,385.000000,385.000000,101500
2010-11-15,395.000000,395.000000,375.000000,395.000000,395.000000,120000
2010-11-16,390.000000,390.000000,380.000000,390.000000,390.000000,34000
2010-11-18,420.000000,420.000000,385.000000,420.000000,420.000000,464000
2010-11-19,520.000000,520.000000,415.000000,520.000000,520.000000,1192500
2010-11-22,650.000000,650.000000,530.000000,650.000000,650.000000,3264500
2010-11-23,700.000000,780.000000,640.000000,700.000000,700.000000,4609500
2010-11-24,680.000000,740.000000,640.000000,680.000000,680.000000,1052500
2010-11-25,670.000000,690.000000,660.000000,670.000000,670.000000,207000
2010-11-26,670.000000,690.000000,650.000000,670.000000,670.000000,149500
2010-11-29,660.000000,670.000000,650.000000,660.000000,660.000000,197500
2010-11-30,660.000000,670.000000,660.000000,660.000000,660.000000,186000
2010-12-01,660.000000,670.000000,660.000000,660.000000,660.000000,199500
2010-12-02,670.000000,680.000000,660.000000,670.000000,670.000000,50500
2010-12-03,710.000000,750.000000,660.000000,710.000000,710.000000,196500
2010-12-06,710.000000,740.000000,690.000000,710.000000,710.000000,319500
2010-12-08,730.000000,730.000000,710.000000,730.000000,730.000000,27500
2010-12-09,800.000000,830.000000,730.000000,800.000000,800.000000,606500
2010-12-10,800.000000,800.000000,800.000000,800.000000,800.000000,606500
2010-12-13,800.000000,890.000000,750.000000,800.000000,800.000000,319500
2010-12-14,850.000000,850.000000,800.000000,850.000000,850.000000,124500
2010-12-15,860.000000,880.000000,840.000000,860.000000,860.000000,83500
2010-12-16,860.000000,880.000000,850.000000,860.000000,860.000000,723500
2010-12-17,950.000000,950.000000,830.000000,950.000000,950.000000,286000
2010-12-20,940.000000,940.000000,840.000000,940.000000,940.000000,56500
2010-12-21,940.000000,940.000000,940.000000,940.000000,940.000000,56500
2010-12-22,920.000000,950.000000,920.000000,920.000000,920.000000,43500
2010-12-23,900.000000,900.000000,900.000000,900.000000,900.000000,10000
2010-12-27,900.000000,900.000000,900.000000,900.000000,900.000000,10000
2010-12-28,900.000000,900.000000,900.000000,900.000000,900.000000,10000
2010-12-29,900.000000,900.000000,900.000000,900.000000,900.000000,25000
2010-12-30,950.000000,950.000000,910.000000,950.000000,950.000000,3500
2011-01-03,950.000000,960.000000,950.000000,950.000000,950.000000,5500
2011-01-04,950.000000,950.000000,950.000000,950.000000,950.000000,5500
2011-01-05,920.000000,920.000000,900.000000,920.000000,920.000000,6000
2011-01-06,910.000000,920.000000,910.000000,910.000000,910.000000,132500
2011-01-07,910.000000,910.000000,910.000000,910.000000,910.000000,132500
2011-01-10,910.000000,910.000000,910.000000,910.000000,910.000000,132500
2011-01-11,910.000000,910.000000,910.000000,910.000000,910.000000,132500
2011-01-12,910.000000,910.000000,910.000000,910.000000,910.000000,132500
2011-01-13,900.000000,920.000000,900.000000,900.000000,900.000000,181000
2011-01-14,820.000000,850.000000,820.000000,820.000000,820.000000,23500
2011-01-17,970.000000,1020.000000,900.000000,970.000000,970.000000,1291000
2011-01-18,1210.000000,1210.000000,980.000000,1210.000000,1210.000000,993000
2011-01-19,1170.000000,1510.000000,1110.000000,1170.000000,1170.000000,2000500
2011-01-20,1240.000000,1340.000000,1120.000000,1240.000000,1240.000000,895000
2011-01-21,1000.000000,1200.000000,980.000000,1000.000000,1000.000000,1445000
2011-01-24,950.000000,1000.000000,880.000000,950.000000,950.000000,552000
2011-01-25,940.000000,990.000000,940.000000,940.000000,940.000000,247000
2011-01-26,980.000000,1020.000000,950.000000,980.000000,980.000000,739000
2011-01-27,970.000000,990.000000,950.000000,970.000000,970.000000,175500
2011-01-28,990.000000,1010.000000,950.000000,990.000000,990.000000,345500
2011-01-31,920.000000,990.000000,920.000000,920.000000,920.000000,224500
2011-02-01,920.000000,970.000000,920.000000,920.000000,920.000000,149500
2011-02-02,930.000000,960.000000,920.000000,930.000000,930.000000,48000
2011-02-04,930.000000,930.000000,900.000000,930.000000,930.000000,10500
2011-02-07,940.000000,940.000000,910.000000,940.000000,940.000000,25500
2011-02-08,880.000000,900.000000,880.000000,880.000000,880.000000,32000
2011-02-09,860.000000,890.000000,850.000000,860.000000,860.000000,50500
2011-02-10,820.000000,860.000000,820.000000,820.000000,820.000000,23000
2011-02-11,840.000000,860.000000,790.000000,840.000000,840.000000,39500
2011-02-14,850.000000,870.000000,840.000000,850.000000,850.000000,9000
2011-02-16,810.000000,810.000000,800.000000,810.000000,810.000000,8000
2011-02-17,840.000000,850.000000,830.000000,840.000000,840.000000,250000
2011-02-18,850.000000,880.000000,840.000000,850.000000,850.000000,65500
2011-02-21,870.000000,890.000000,850.000000,870.000000,870.000000,246000
2011-02-22,830.000000,860.000000,820.000000,830.000000,830.000000,85000
2011-02-23,840.000000,840.000000,810.000000,840.000000,840.000000,2500
2011-02-24,850.000000,850.000000,820.000000,850.000000,850.000000,29000
2011-02-25,850.000000,850.000000,850.000000,850.000000,850.000000,29000
2011-02-28,810.000000,840.000000,810.000000,810.000000,810.000000,5000
2011-03-01,800.000000,810.000000,780.000000,800.000000,800.000000,67000
2011-03-02,770.000000,800.000000,770.000000,770.000000,770.000000,2500
2011-03-03,810.000000,810.000000,770.000000,810.000000,810.000000,93000
2011-03-04,800.000000,800.000000,790.000000,800.000000,800.000000,33500
2011-03-07,800.000000,800.000000,800.000000,800.000000,800.000000,10000
2011-03-08,800.000000,800.000000,800.000000,800.000000,800.000000,51000
2011-03-09,810.000000,820.000000,800.000000,810.000000,810.000000,159500
2011-03-10,840.000000,860.000000,810.000000,840.000000,840.000000,289000
2011-03-11,840.000000,870.000000,840.000000,840.000000,840.000000,1079500
2011-03-14,870.000000,880.000000,860.000000,870.000000,870.000000,108500
2011-03-15,860.000000,880.000000,860.000000,860.000000,860.000000,56500
2011-03-16,850.000000,850.000000,850.000000,850.000000,850.000000,9000
2011-03-17,840.000000,900.000000,820.000000,840.000000,840.000000,654500
2011-03-18,830.000000,830.000000,830.000000,830.000000,830.000000,500
2011-03-21,840.000000,900.000000,830.000000,840.000000,840.000000,215500
2011-03-22,940.000000,1050.000000,860.000000,940.000000,940.000000,1884000
2011-03-23,940.000000,940.000000,940.000000,940.000000,940.000000,803500
2011-03-24,950.000000,990.000000,920.000000,950.000000,950.000000,908500
2011-03-25,920.000000,950.000000,910.000000,920.000000,920.000000,77500
2011-03-28,900.000000,940.000000,900.000000,900.000000,900.000000,91500
2011-03-29,920.000000,940.000000,910.000000,920.000000,920.000000,152000
2011-03-30,920.000000,920.000000,890.000000,920.000000,920.000000,63000
2011-03-31,900.000000,930.000000,890.000000,900.000000,900.000000,25000
2011-04-01,910.000000,940.000000,880.000000,910.000000,910.000000,117500
2011-04-04,920.000000,920.000000,920.000000,920.000000,920.000000,6000
2011-04-05,900.000000,910.000000,880.000000,900.000000,900.000000,26000
2011-04-06,880.000000,920.000000,880.000000,880.000000,880.000000,78000
2011-04-07,900.000000,900.000000,880.000000,900.000000,900.000000,20000
2011-04-08,900.000000,960.000000,900.000000,900.000000,900.000000,60000
2011-04-11,900.000000,920.000000,900.000000,900.000000,900.000000,35000
2011-04-12,920.000000,940.000000,900.000000,920.000000,920.000000,72000
2011-04-13,900.000000,900.000000,900.000000,900.000000,900.000000,5000
2011-04-14,900.000000,900.000000,890.000000,900.000000,900.000000,31500
2011-04-15,880.000000,880.000000,880.000000,880.000000,880.000000,2500
2011-04-18,880.000000,910.000000,880.000000,880.000000,880.000000,33000
2011-04-19,860.000000,870.000000,860.000000,860.000000,860.000000,8500
2011-04-20,900.000000,910.000000,860.000000,900.000000,900.000000,175500
2011-04-21,880.000000,890.000000,880.000000,880.000000,880.000000,6000
2011-04-25,900.000000,900.000000,870.000000,900.000000,900.000000,13500
2011-04-26,870.000000,870.000000,870.000000,870.000000,870.000000,10500
2011-04-27,880.000000,880.000000,860.000000,880.000000,880.000000,8500
2011-04-28,870.000000,870.000000,870.000000,870.000000,870.000000,9000
2011-04-29,870.000000,870.000000,870.000000,870.000000,870.000000,1500
