Date,Open,High,Low,Close,Adj Close,Volume
2010-06-09,20.250000,20.250000,20.250000,20.250000,14.719945,0
2010-06-10,20.250000,20.250000,20.250000,20.250000,14.719945,0
2010-06-11,20.250000,20.250000,20.250000,20.250000,14.719945,0
2010-06-14,20.250000,20.250000,20.250000,20.250000,14.719945,0
2010-06-15,20.250000,20.250000,20.250000,20.250000,14.719945,0
2010-06-16,20.250000,20.250000,20.250000,20.250000,14.719945,0
2010-06-17,20.250000,20.250000,20.250000,20.250000,14.719945,0
2010-06-18,20.250000,20.250000,20.250000,20.250000,14.719945,0
2010-06-21,20.250000,20.250000,20.250000,20.250000,14.719945,0
2010-06-22,20.250000,20.250000,20.250000,20.250000,14.719945,0
2010-06-23,20.250000,20.250000,20.250000,20.250000,14.719945,0
2010-06-24,20.250000,20.250000,20.250000,20.250000,14.719945,0
2010-06-25,20.250000,20.250000,20.250000,20.250000,14.719945,0
2010-06-28,20.250000,20.250000,20.250000,20.250000,14.719945,0
2010-06-29,20.250000,20.250000,20.250000,20.250000,14.719945,0
2010-06-30,20.250000,20.250000,20.250000,20.250000,14.719945,0
2010-07-01,20.250000,20.250000,20.250000,20.250000,14.719945,0
2010-07-02,20.250000,20.250000,20.250000,20.250000,14.719945,0
2010-07-06,20.250000,20.250000,20.250000,20.250000,14.719945,0
2010-07-07,20.250000,20.250000,20.250000,20.250000,14.719945,0
2010-07-08,20.250000,20.250000,20.250000,20.250000,14.719945,0
2010-07-09,22.350000,22.350000,22.350000,22.350000,16.246456,900
2010-07-12,22.350000,22.350000,22.350000,22.350000,16.246456,0
2010-07-13,22.250000,22.250000,22.250000,22.250000,16.173767,600
2010-07-14,22.250000,22.250000,22.250000,22.250000,16.173767,0
2010-07-15,22.250000,22.250000,22.250000,22.250000,16.173767,0
2010-07-16,22.250000,22.250000,22.250000,22.250000,16.173767,0
2010-07-19,22.250000,22.250000,22.250000,22.250000,16.173767,0
2010-07-20,22.250000,22.250000,22.250000,22.250000,16.173767,0
2010-07-21,22.250000,22.250000,22.250000,22.250000,16.173767,0
2010-07-22,22.250000,22.250000,22.250000,22.250000,16.173767,0
